#Created by linked_rxns.txt on Thu Oct 26 13:54:42 2023.
#This file shows pairs of reactions (shown in Ecoyc ID) that are linked in a pathway (also shown in Ecocyc ID). Whether a reaction is on column 1 or 2 holds no biological significance. Think of it in terms of a non-directed network.
pathway	reaction.1	reaction.2
PWY-6284	RXN-9655	5.3.3.14-RXN
PWY-6284	RXN0-2141	RXN0-2142
PWY-6284	RXN0-2142	RXN0-2144
PWY-6284	RXN0-2144	RXN0-2145
PWY-6284	RXN0-2145	RXN-10654
PWY-6579	RXN0-5199	GUANPRIBOSYLTRAN-RXN
PWY-6612	ADCLY-RXN	H2PTEROATESYNTH-RXN
PWY-6612	DIHYDROFOLATESYNTH-RXN	DIHYDROFOLATEREDUCT-RXN
PWY-6612	DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	H2NEOPTERINALDOL-RXN
PWY-6612	GTP-CYCLOHYDRO-I-RXN	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN
PWY-6612	H2NEOPTERINALDOL-RXN	H2PTERIDINEPYROPHOSPHOKIN-RXN
PWY-6612	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN
PWY-6612	H2PTERIDINEPYROPHOSPHOKIN-RXN	H2PTEROATESYNTH-RXN
PWY-6612	H2PTEROATESYNTH-RXN	DIHYDROFOLATESYNTH-RXN
PWY-6612	PABASYN-RXN	ADCLY-RXN
PWY-6629	2.5.1.19-RXN	CHORISMATE-SYNTHASE-RXN
PWY-6629	3-DEHYDROQUINATE-DEHYDRATASE-RXN	SHIKIMATE-5-DEHYDROGENASE-RXN
PWY-6629	3-DEHYDROQUINATE-SYNTHASE-RXN	3-DEHYDROQUINATE-DEHYDRATASE-RXN
PWY-6629	ANTHRANSYN-RXN	PRTRANS-RXN
PWY-6629	CHORISMATE-SYNTHASE-RXN	ANTHRANSYN-RXN
PWY-6629	DAHPSYN-RXN	3-DEHYDROQUINATE-SYNTHASE-RXN
PWY-6629	IGPSYN-RXN	RXN0-2381
PWY-6629	PRAISOM-RXN	IGPSYN-RXN
PWY-6629	PRTRANS-RXN	PRAISOM-RXN
PWY-6629	RXN0-2381	RXN0-2382
PWY-6629	SHIKIMATE-5-DEHYDROGENASE-RXN	SHIKIMATE-KINASE-RXN
PWY-6629	SHIKIMATE-KINASE-RXN	2.5.1.19-RXN
PWY-6897	OHMETPYRKIN-RXN	PYRIMSYN3-RXN
PWY-6897	PYRIMSYN3-RXN	THI-P-SYN-RXN
PWY-6897	THI-P-SYN-RXN	THI-P-KIN-RXN
PWY-6897	THIAZOLSYN3-RXN	THI-P-SYN-RXN
PWY-7194	CYTDEAM-RXN	URACIL-PRIBOSYLTRANS-RXN
PWY-7196	CYTIDEAM2-RXN	URIDINE-NUCLEOSIDASE-RXN
PWY-7196	CYTIDEAM2-RXN	URIDINEKIN-RXN
PWY-7196	CYTIKIN-RXN	RXN-11832
PWY-7196	RXN-11832	CDPKIN-RXN
PWY-7196	RXN-12002	UDPKIN-RXN
PWY-7196	UDPKIN-RXN	CTPSYN-RXN
PWY-7196	URACIL-PRIBOSYLTRANS-RXN	RXN-12002
PWY-7196	URIDINE-NUCLEOSIDASE-RXN	URACIL-PRIBOSYLTRANS-RXN
PWY-7196	URIDINEKIN-RXN	RXN-12002
PWY-7208	RXN-12002	UDPKIN-RXN
PWY-7208	UDPKIN-RXN	CTPSYN-RXN
PWY-7208	URACIL-PRIBOSYLTRANS-RXN	RXN-12002
PWY-7211	ASPCARBTRANS-RXN	DIHYDROOROT-RXN
PWY-7211	CARBPSYN-RXN	ASPCARBTRANS-RXN
PWY-7211	CDPREDUCT-RXN	DCDPKIN-RXN
PWY-7211	CTPSYN-RXN	RXN-12195
PWY-7211	DIHYDROOROT-RXN	DIHYDROOROTATE-DEHYDROGENASE-RXN
PWY-7211	DIHYDROOROTATE-DEHYDROGENASE-RXN	OROPRIBTRANS-RXN
PWY-7211	DTMPKI-RXN	DTDPKIN-RXN
PWY-7211	DUDPKIN-RXN	DUTP-PYROP-RXN
PWY-7211	DUTP-PYROP-RXN	THYMIDYLATESYN-RXN
PWY-7211	OROPRIBTRANS-RXN	OROTPDECARB-RXN
PWY-7211	OROTPDECARB-RXN	RXN-12002
PWY-7211	RXN-12002	UDPKIN-RXN
PWY-7211	RXN-12002	UDPREDUCT-RXN
PWY-7211	RXN-12195	CDPREDUCT-RXN
PWY-7211	THYMIDYLATESYN-RXN	DTMPKI-RXN
PWY-7211	UDPKIN-RXN	CTPSYN-RXN
PWY-7211	UDPREDUCT-RXN	DUDPKIN-RXN
PWY-8227	DTDPGLUCDEHYDRAT-RXN	RFFTRANS-RXN
PWY-8227	DTDPGLUCOSEPP-RXN	DTDPGLUCDEHYDRAT-RXN
PWY-8227	FUC4NACTRANS-RXN	TRANS-RXN0-279
PWY-8227	GLCNACPTRANS-RXN	UDPMANACATRANS-RXN
PWY-8227	RFFTRANS-RXN	TDPFUCACTRANS-RXN
PWY-8227	TDPFUCACTRANS-RXN	FUC4NACTRANS-RXN
PWY-8227	TRANS-RXN0-279	RXN-22149
PWY-8227	UDPGLCNACEPIM-RXN	UDPMANNACADEHYDROG-RXN
PWY-8227	UDPMANACATRANS-RXN	FUC4NACTRANS-RXN
PWY-8227	UDPMANNACADEHYDROG-RXN	UDPMANACATRANS-RXN
PWY0-1061	BRANCHED-CHAINAMINOTRANSFERVAL-RXN	VALINE-PYRUVATE-AMINOTRANSFER-RXN
PWY0-1277	1.13.11.16-RXN	MHPCHYDROL-RXN
PWY0-1277	2-OXOPENT-4-ENOATE-HYDRATASE-RXN	MHPELY-RXN
PWY0-1277	HCAMULTI-RXN	PHENPRODIOLDEHYDROG-RXN
PWY0-1277	MHPCHYDROL-RXN	2-OXOPENT-4-ENOATE-HYDRATASE-RXN
PWY0-1277	MHPELY-RXN	ACETALD-DEHYDROG-RXN
PWY0-1277	MHPHYDROXY-RXN	1.13.11.16-RXN
PWY0-1277	PHENPRODIOLDEHYDROG-RXN	1.13.11.16-RXN
PWY0-1297	ADDALT-RXN	DEOXYINOPHOSPHOR-RXN
PWY0-1297	D-PPENTOMUT-RXN	DEOXYRIBOSE-P-ALD-RXN
PWY0-1297	DEOXYADENPHOSPHOR-RXN	D-PPENTOMUT-RXN
PWY0-1297	DEOXYGUANPHOSPHOR-RXN	D-PPENTOMUT-RXN
PWY0-1297	DEOXYGUANPHOSPHOR-RXN	DEOXYADENPHOSPHOR-RXN
PWY0-1297	DEOXYINOPHOSPHOR-RXN	D-PPENTOMUT-RXN
PWY0-1297	DEOXYINOPHOSPHOR-RXN	DEOXYADENPHOSPHOR-RXN
PWY0-1297	DEOXYINOPHOSPHOR-RXN	DEOXYGUANPHOSPHOR-RXN
PWY0-1297	DEOXYRIBOSE-P-ALD-RXN	ACETALD-DEHYDROG-RXN
PWY0-1298	CYTIDEAM-RXN	URA-PHOSPH-RXN
PWY0-1298	D-PPENTOMUT-RXN	DEOXYRIBOSE-P-ALD-RXN
PWY0-1298	DEOXYRIBOSE-P-ALD-RXN	ACETALD-DEHYDROG-RXN
PWY0-1298	THYM-PHOSPH-RXN	D-PPENTOMUT-RXN
PWY0-1298	THYM-PHOSPH-RXN	URA-PHOSPH-RXN
PWY0-1298	URA-PHOSPH-RXN	D-PPENTOMUT-RXN
PWY0-1415	HEMN-RXN	RXN0-6259
PWY0-1415	RXN-21483	PROTOHEMEFERROCHELAT-RXN
PWY0-1415	RXN0-1461	RXN-21483
PWY0-1415	RXN0-6259	PROTOHEMEFERROCHELAT-RXN
PWY0-1415	UROGENDECARBOX-RXN	HEMN-RXN
PWY0-1415	UROGENDECARBOX-RXN	RXN0-1461
PWY0-162	ASPCARBTRANS-RXN	DIHYDROOROT-RXN
PWY0-162	CARBPSYN-RXN	ASPCARBTRANS-RXN
PWY0-162	DIHYDROOROT-RXN	DIHYDROOROTATE-DEHYDROGENASE-RXN
PWY0-162	DIHYDROOROTATE-DEHYDROGENASE-RXN	OROPRIBTRANS-RXN
PWY0-162	OROPRIBTRANS-RXN	OROTPDECARB-RXN
PWY0-162	OROTPDECARB-RXN	RXN-12002
PWY0-162	RXN-12002	UDPKIN-RXN
PWY0-162	UDPKIN-RXN	CTPSYN-RXN
PWY0-166	CDPREDUCT-RXN	DCDPKIN-RXN
PWY0-166	DCDPKIN-RXN	DCTP-DEAM-RXN
PWY0-166	DCTP-DEAM-RXN	DUTP-PYROP-RXN
PWY0-166	DTMPKI-RXN	DTDPKIN-RXN
PWY0-166	DUDPKIN-RXN	DUTP-PYROP-RXN
PWY0-166	DUTP-PYROP-RXN	THYMIDYLATESYN-RXN
PWY0-166	RIBONUCLEOSIDE-DIP-REDUCTII-RXN	DCDPKIN-RXN
PWY0-166	RXN-12195	CDPREDUCT-RXN
PWY0-166	RXN-12195	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
PWY0-166	RXN0-722	DUDPKIN-RXN
PWY0-166	RXN0-723	DCTP-DEAM-RXN
PWY0-166	RXN0-724	DUTP-PYROP-RXN
PWY0-166	THYMIDYLATESYN-RXN	DTMPKI-RXN
PWY0-166	UDPREDUCT-RXN	DUDPKIN-RXN
PWY0-381	GLYCEROL-KIN-RXN	RXN-15740
PWY0-381	GLYCEROL-KIN-RXN	RXN0-5260
PWY0-381	GLYCPDIESTER-RXN	RXN-15740
PWY0-381	GLYCPDIESTER-RXN	RXN0-5260
PWY0-41	ALLANTOATE-DEIMINASE-RXN	URUR-RXN
PWY0-41	ALLANTOINASE-RXN	ALLANTOATE-DEIMINASE-RXN
PWY0-41	OXAMATE-CARBAMOYLTRANSFERASE-RXN	RXN-14196
PWY0-41	R165-RXN	OXAMATE-CARBAMOYLTRANSFERASE-RXN
PWY0-41	RXN-14196	RXN0-5222
PWY0-41	RXN0-7024	OXAMATE-CARBAMOYLTRANSFERASE-RXN
PWY0-41	URUR-RXN	R165-RXN
PWY0-41	URUR-RXN	RXN0-7024
PWY0-781	ASPAMINOTRANS-RXN	ASPARTATEKIN-RXN
PWY0-781	ASPAMINOTRANS-RXN	L-ASPARTATE-OXID-RXN
PWY0-781	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	DIHYDRODIPICSYN-RXN
PWY0-781	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	HOMOSERDEHYDROG-RXN
PWY0-781	ASPARTATEKIN-RXN	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
PWY0-781	CYSTATHIONINE-BETA-LYASE-RXN	HOMOCYSMET-RXN
PWY0-781	CYSTATHIONINE-BETA-LYASE-RXN	HOMOCYSMETB12-RXN
PWY0-781	DIAMINOPIMEPIM-RXN	DIAMINOPIMDECARB-RXN
PWY0-781	DIHYDRODIPICSYN-RXN	RXN-14014
PWY0-781	HOMOCYSMET-RXN	S-ADENMETSYN-RXN
PWY0-781	HOMOCYSMETB12-RXN	S-ADENMETSYN-RXN
PWY0-781	HOMOSERDEHYDROG-RXN	HOMOSERKIN-RXN
PWY0-781	HOMOSERDEHYDROG-RXN	HOMSUCTRAN-RXN
PWY0-781	HOMOSERKIN-RXN	THRESYN-RXN
PWY0-781	HOMSUCTRAN-RXN	O-SUCCHOMOSERLYASE-RXN
PWY0-781	L-ASPARTATE-OXID-RXN	QUINOLINATE-SYNTHA-RXN
PWY0-781	NICONUCADENYLYLTRAN-RXN	NAD-SYNTH-GLN-RXN
PWY0-781	NICONUCADENYLYLTRAN-RXN	NAD-SYNTH-NH3-RXN
PWY0-781	O-SUCCHOMOSERLYASE-RXN	CYSTATHIONINE-BETA-LYASE-RXN
PWY0-781	QUINOLINATE-SYNTHA-RXN	QUINOPRIBOTRANS-RXN
PWY0-781	QUINOPRIBOTRANS-RXN	NICONUCADENYLYLTRAN-RXN
PWY0-781	RXN-14014	TETHYDPICSUCC-RXN
PWY0-781	SUCCDIAMINOPIMDESUCC-RXN	DIAMINOPIMEPIM-RXN
PWY0-781	SUCCINYLDIAMINOPIMTRANS-RXN	SUCCDIAMINOPIMDESUCC-RXN
PWY0-781	TETHYDPICSUCC-RXN	SUCCINYLDIAMINOPIMTRANS-RXN
PWY0-845	DXS-RXN	PDXJ-RXN
PWY0-845	ERYTH4PDEHYDROG-RXN	ERYTHRON4PDEHYDROG-RXN
PWY0-845	ERYTHRON4PDEHYDROG-RXN	PSERTRANSAMPYR-RXN
PWY0-845	PDXJ-RXN	PNPOXI-RXN
PWY0-845	PNKIN-RXN	PNPOXI-RXN
PWY0-845	PSERTRANSAMPYR-RXN	RXN-13179
PWY0-845	PYRAMKIN-RXN	PMPOXI-RXN
PWY0-845	PYRIDOXINE-4-DEHYDROGENASE-RXN	PNKIN-RXN
PWY0-845	RXN-13179	PDXJ-RXN
PWY0-881	2.3.1.180-RXN	3-OXOACYL-ACP-REDUCT-RXN
PWY0-881	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	ENOYL-ACP-REDUCT-NADH-RXN
PWY0-881	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	ENOYL-ACP-REDUCT-NADPH-RXN
PWY0-881	3-OXOACYL-ACP-REDUCT-RXN	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
PWY0-881	3-OXOACYL-ACP-REDUCT-RXN	RXN-9655
PWY0-881	3-OXOACYL-ACP-SYNTH-BASE-RXN	3-OXOACYL-ACP-REDUCT-RXN
PWY0-881	3-OXOACYL-ACP-SYNTH-RXN	3-OXOACYL-ACP-REDUCT-RXN
PWY0-881	5.3.3.14-RXN	RXN0-2141
PWY0-881	ACP-S-ACETYLTRANSFER-RXN	3-OXOACYL-ACP-SYNTH-BASE-RXN
PWY0-881	ENOYL-ACP-REDUCT-NADH-RXN	3-OXOACYL-ACP-SYNTH-RXN
PWY0-881	ENOYL-ACP-REDUCT-NADPH-RXN	3-OXOACYL-ACP-SYNTH-RXN
PWY0-881	MALONYL-ACPDECARBOX-RXN	3-OXOACYL-ACP-SYNTH-BASE-RXN
PWY0-881	MALONYL-COA-ACP-TRANSACYL-RXN	2.3.1.180-RXN
PWY0-881	MALONYL-COA-ACP-TRANSACYL-RXN	3-OXOACYL-ACP-SYNTH-BASE-RXN
PWY0-881	MALONYL-COA-ACP-TRANSACYL-RXN	MALONYL-ACPDECARBOX-RXN
PWY0-881	RXN-9655	5.3.3.14-RXN
PWY0-881	RXN0-2141	RXN0-2142
PWY0-881	RXN0-2142	RXN0-2144
PWY0-881	RXN0-2144	RXN0-2145
PWY0-881	RXN0-5055	MALONYL-COA-ACP-TRANSACYL-RXN
SER-GLYSYN-PWY-1	KETOGLUTREDUCT-RXN	PGLYCDEHYDROG-RXN
SER-GLYSYN-PWY-1	KETOGLUTREDUCT-RXN	RXN-14932
SER-GLYSYN-PWY-1	PGLYCDEHYDROG-RXN	KETOGLUTREDUCT-RXN
SER-GLYSYN-PWY-1	PGLYCDEHYDROG-RXN	PSERTRANSAM-RXN
SER-GLYSYN-PWY-1	PSERTRANSAM-RXN	RXN0-5114
SER-GLYSYN-PWY-1	RXN-14932	KETOGLUTREDUCT-RXN
SER-GLYSYN-PWY-1	RXN0-5114	GLYOHMETRANS-RXN
SO4ASSIM-PWY	1.8.4.8-RXN	SULFITE-REDUCT-RXN
SO4ASSIM-PWY	ADENYLYLSULFKIN-RXN	1.8.4.8-RXN
SO4ASSIM-PWY	SULFATE-ADENYLYLTRANS-RXN	ADENYLYLSULFKIN-RXN
SULFATE-CYS-PWY-1	1.8.4.8-RXN	SULFITE-REDUCT-RXN
SULFATE-CYS-PWY-1	ADENYLYLSULFKIN-RXN	1.8.4.8-RXN
SULFATE-CYS-PWY-1	KETOGLUTREDUCT-RXN	PGLYCDEHYDROG-RXN
SULFATE-CYS-PWY-1	KETOGLUTREDUCT-RXN	RXN-14932
SULFATE-CYS-PWY-1	PGLYCDEHYDROG-RXN	KETOGLUTREDUCT-RXN
SULFATE-CYS-PWY-1	PGLYCDEHYDROG-RXN	PSERTRANSAM-RXN
SULFATE-CYS-PWY-1	PSERTRANSAM-RXN	RXN0-5114
SULFATE-CYS-PWY-1	RXN-14932	KETOGLUTREDUCT-RXN
SULFATE-CYS-PWY-1	RXN0-5114	SERINE-O-ACETTRAN-RXN
SULFATE-CYS-PWY-1	SERINE-O-ACETTRAN-RXN	ACSERLY-RXN
SULFATE-CYS-PWY-1	SULFATE-ADENYLYLTRANS-RXN	ADENYLYLSULFKIN-RXN
SULFATE-CYS-PWY-1	SULFITE-REDUCT-RXN	ACSERLY-RXN
TCA-GLYOX-BYPASS	2OXOGLUTARATEDEH-RXN	SUCCCOASYN-RXN
TCA-GLYOX-BYPASS	ACONITATEDEHYDR-RXN	ACONITATEHYDR-RXN
TCA-GLYOX-BYPASS	ACONITATEHYDR-RXN	ISOCIT-CLEAV-RXN
TCA-GLYOX-BYPASS	ACONITATEHYDR-RXN	ISOCITDEH-RXN
TCA-GLYOX-BYPASS	CITSYN-RXN	ACONITATEDEHYDR-RXN
TCA-GLYOX-BYPASS	FUMHYDR-RXN	MALATE-DEH-RXN
TCA-GLYOX-BYPASS	FUMHYDR-RXN	MALATE-DEHYDROGENASE-ACCEPTOR-RXN
TCA-GLYOX-BYPASS	ISOCIT-CLEAV-RXN	MALSYN-RXN
TCA-GLYOX-BYPASS	ISOCIT-CLEAV-RXN	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
TCA-GLYOX-BYPASS	ISOCITDEH-RXN	2OXOGLUTARATEDEH-RXN
TCA-GLYOX-BYPASS	MALATE-DEH-RXN	CITSYN-RXN
TCA-GLYOX-BYPASS	MALATE-DEHYDROGENASE-ACCEPTOR-RXN	CITSYN-RXN
TCA-GLYOX-BYPASS	MALSYN-RXN	MALATE-DEH-RXN
TCA-GLYOX-BYPASS	SUCCCOASYN-RXN	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
TCA-GLYOX-BYPASS	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	FUMHYDR-RXN
THISYN-PWY	DXS-RXN	THIAZOLSYN2-RXN
THISYN-PWY	PYRIMSYN1-RXN	PYRIMSYN3-RXN
THISYN-PWY	PYRIMSYN3-RXN	RXN-12611
THISYN-PWY	RXN-11319	THIAZOLSYN2-RXN
THISYN-PWY	RXN-12611	THI-P-KIN-RXN
THISYN-PWY	RXN-9787	RXN-9788
THISYN-PWY	RXN-9788	THIAZOLSYN2-RXN
THISYN-PWY	RXN-9789	RXN-9788
THISYN-PWY	THIAZOLSYN2-RXN	RXN-12611
THREOCAT-PWY	ACETOOHBUTREDUCTOISOM-RXN	DIHYDROXYMETVALDEHYDRAT-RXN
THREOCAT-PWY	ACETOOHBUTSYN-RXN	ACETOOHBUTREDUCTOISOM-RXN
THREOCAT-PWY	DIHYDROXYMETVALDEHYDRAT-RXN	BRANCHED-CHAINAMINOTRANSFERILEU-RXN
THREOCAT-PWY	KETOBUTFORMLY-RXN	PTAALT-RXN
THREOCAT-PWY	PTAALT-RXN	PROPKIN-RXN
THREOCAT-PWY	RXN-15122	ACETOOHBUTSYN-RXN
THREOCAT-PWY	RXN-15123	ACETOOHBUTSYN-RXN
THREOCAT-PWY	RXN-15123	KETOBUTFORMLY-RXN
THREOCAT-PWY	THREODEHYD-RXN	AKBLIG-RXN
THREOCAT-PWY	THREODEHYD-RXN	THREOSPON-RXN
THREOCAT-PWY	THREONINE-ALDOLASE-RXN	ACETALD-DEHYDROG-RXN
THREOCAT-PWY	THREOSPON-RXN	AMACETOXID-RXN
THRESYN-PWY	ASPAMINOTRANS-RXN	ASPARTATEKIN-RXN
THRESYN-PWY	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	HOMOSERDEHYDROG-RXN
THRESYN-PWY	ASPARTATEKIN-RXN	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
THRESYN-PWY	HOMOSERDEHYDROG-RXN	HOMOSERKIN-RXN
THRESYN-PWY	HOMOSERKIN-RXN	THRESYN-RXN
UBISYN-PWY	2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
UBISYN-PWY	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN
UBISYN-PWY	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN
UBISYN-PWY	2-OCTAPRENYLPHENOL-HYDROX-RXN	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
UBISYN-PWY	3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	2-OCTAPRENYLPHENOL-HYDROX-RXN
UBISYN-PWY	4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN
UBISYN-PWY	CHORPYRLY-RXN	4OHBENZOATE-OCTAPRENYLTRANSFER-RXN
UBISYN-PWY	FPPSYN-RXN	RXN-8992
UBISYN-PWY	GPPSYN-RXN	FPPSYN-RXN
UBISYN-PWY	OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN	DHHB-METHYLTRANSFER-RXN
UBISYN-PWY	RXN-8992	4OHBENZOATE-OCTAPRENYLTRANSFER-RXN
